repo,osv_total,in_graph,explicit_direct,implicit_direct,transitive,true_transitive,transitive_density_strict_pct,unique_findings,unique_called,unique_imported,unique_required,deps_explicit_direct,deps_implicit_direct,deps_transitive,max_depth,total_modules_in_graph,avg_vuln_age_days,median_vuln_age_days,pct_over_90_days,pct_over_365_days,avg_inertia_tags,max_inertia_tags,tags_total
0xERR0R/blocky,247,104,59,45,0,45,43.27,13,0,9,4,44,142,336,2,630,823,835,76.0,63.5,10,21,36
0xJacky/nginx-ui,312,169,114,45,10,55,32.54,21,8,9,4,64,292,770,2,3091,779,695,79.9,70.4,97,201,201
5rahim/seanime,246,103,86,17,0,17,16.50,26,10,2,14,59,132,408,2,864,734,695,74.8,59.2,1,1,1
6boris/awesome-golang-algorithm,155,12,0,12,0,12,100.00,0,0,0,0,3,16,54,2,75,1090,1311,91.7,91.7,0,0,1
99designs/aws-vault,159,5,0,5,0,5,100.00,3,2,1,0,15,15,19,2,63,783,890,80.0,60.0,10,25,120
99designs/gqlgen,166,23,19,3,1,4,17.39,0,0,0,0,19,6,30,2,57,1066,1267,91.3,82.6,57,95,132
9seconds/mtg,219,76,73,3,0,3,3.95,21,0,1,20,23,22,79,2,163,781,853,71.1,63.2,12,28,48
a-h/templ,188,45,41,3,1,4,8.89,8,5,1,2,14,6,20,2,43,881,1085,80.0,73.3,37,85,85
aandrew-me/tgpt,235,92,0,92,0,92,100.00,34,3,1,30,11,53,120,2,263,743,784,72.8,60.9,39,88,88
aarondl/sqlboiler,188,45,0,35,10,45,100.00,13,0,0,13,17,47,129,2,636,801,892,68.9,62.2,12,37,94
abiosoft/colima,159,5,2,3,0,3,60.00,0,0,0,0,11,8,18,2,40,874,1375,80.0,60.0,22,36,64
aceld/zinx,217,74,1,73,0,73,98.65,21,0,1,20,4,14,14,2,104,770,800,70.3,62.2,1,1,1
achannarasappa/ticker,166,23,4,18,1,19,82.61,1,0,1,0,17,207,361,2,1061,1172,1368,91.3,82.6,26,42,89
actions/actions-runner-controller,237,94,51,43,0,43,45.74,21,2,1,18,36,166,564,2,832,825,838,76.6,68.1,29,94,148
AdguardTeam/AdGuardHome,232,89,82,4,3,7,7.87,20,1,1,18,31,68,389,2,513,790,785,73.0,62.9,77,191,250
AdguardTeam/dnsproxy,228,85,53,32,0,32,37.65,20,1,1,18,13,62,303,2,380,810,856,74.1,63.5,1,1,1
adnanh/webhook,162,8,5,3,0,3,37.50,1,0,1,0,10,4,9,2,27,1047,1391,87.5,62.5,2,3,33
agones-dev/agones,242,99,52,47,0,47,47.47,23,2,1,20,47,79,499,2,1165,884,960,76.8,69.7,26,63,115
ahmetb/kubectl-tree,198,55,4,50,1,51,92.73,8,2,1,5,11,52,148,2,224,978,1231,83.6,78.2,5,8,14
ahmetb/kubectx,198,55,4,50,1,51,92.73,8,2,1,5,7,39,88,2,148,978,1231,83.6,78.2,3,5,24
air-verse/air,164,21,5,5,11,16,76.19,1,0,1,0,9,18,202,2,235,1078,1267,90.5,90.5,38,64,74
akuity/kargo,311,168,75,89,4,93,55.36,19,2,16,1,86,181,803,2,1117,800,723,82.7,69.6,124,203,203
alecthomas/chroma,155,0,0,0,0,0,0.00,0,0,0,0,3,1,2,2,8,,,,,,,1
alecthomas/kingpin,155,0,0,0,0,0,0.00,0,0,0,0,3,3,2,2,18,,,,,,,60
alecthomas/kong,155,0,0,0,0,0,0.00,0,0,0,0,2,1,1,2,6,,,,,,,73
alecthomas/participle,155,0,0,0,0,0,0.00,0,0,0,0,2,1,1,2,6,,,,,,,37
alexei-led/pumba,235,92,35,56,1,57,61.96,9,0,0,9,13,57,310,2,477,793,678,87.0,77.2,1,1,1
alexellis/arkade,189,46,30,6,10,16,34.78,0,0,0,0,17,23,69,2,111,697,614,65.2,56.5,90,231,324
alexellis/k3sup,191,48,29,9,10,19,39.58,14,5,8,1,8,14,88,2,113,716,614,66.7,58.3,12,33,132
AlexxIT/go2rtc,227,84,78,3,3,6,7.14,22,5,6,11,24,19,45,2,98,776,678,73.8,61.9,27,67,67
alicebob/miniredis,155,1,0,0,1,1,100.00,0,0,0,0,1,0,4,2,7,1413,1413,100.0,100.0,1,1,1
AlistGo/alist,300,157,103,49,5,54,34.39,36,22,5,9,93,212,721,2,1316,812,804,80.3,68.2,1,1,1
allegro/bigcache,155,0,0,0,0,0,0.00,0,0,0,0,0,0,0,1,2,,,,,,,25
amacneil/dbmate,230,87,0,87,0,87,100.00,20,1,1,18,11,62,437,2,1311,770,785,73.6,64.4,24,49,67
amalshaji/portr,238,95,42,53,0,53,55.79,21,7,3,11,30,63,211,2,345,750,785,74.7,63.2,1,1,1
amir20/dozzle,261,118,55,61,2,63,53.39,6,6,0,0,34,121,377,2,606,746,692,74.6,61.0,150,331,553
amitshekhariitbhu/go-backend-clean-architecture,229,86,35,51,0,51,59.30,40,5,4,31,6,41,102,2,579,862,985,74.4,67.4,0,0,0
AnalogJ/scrutiny,232,89,6,83,0,83,93.26,21,0,3,18,17,66,223,2,318,780,785,75.3,61.8,12,42,54
anchore/grype,307,164,47,116,1,117,71.34,21,10,11,0,75,260,997,2,2067,722,646,80.5,67.1,65,180,203
anchore/syft,273,130,59,69,2,71,54.62,20,8,12,0,96,219,881,2,1927,750,698,77.7,63.8,76,226,259
andeya/pholcus,221,78,43,35,0,35,44.87,55,16,4,35,15,30,34,2,93,827,960,71.8,64.1,1,1,1
ankitpokhrel/jira-cli,192,49,0,48,1,49,100.00,10,0,8,2,22,49,137,2,249,967,1267,81.6,75.5,6,18,18
anthonynsimon/bild,162,7,7,0,0,0,0.00,2,0,0,2,2,2,5,2,13,585,702,57.1,57.1,1,1,1
antoniomika/sish,240,97,35,62,0,62,63.92,21,8,4,9,17,60,138,2,278,860,938,77.3,64.9,14,36,66
antonmedv/fx,160,6,0,6,0,6,100.00,1,0,1,0,15,21,50,2,89,1287,1413,83.3,83.3,29,45,89
antonmedv/walk,162,8,2,6,0,6,75.00,3,2,1,0,10,14,35,2,61,1039,1369,87.5,75.0,13,22,22
apache/answer,246,103,89,12,2,14,13.59,31,2,12,17,51,108,324,2,1070,879,1030,74.8,67.0,1,1,1
apache/casbin,155,0,0,0,0,0,0.00,0,0,0,0,3,0,0,1,5,,,,,,,1
apache/dubbo-admin,262,119,16,103,0,103,86.55,31,7,11,13,39,199,636,2,1799,838,814,76.5,66.4,2,5,7
apache/dubbo-go,244,101,58,43,0,43,42.57,27,7,2,18,64,80,466,2,1502,827,892,75.2,64.4,12,36,67
apecloud/kubeblocks,155,12,1,11,0,11,91.67,0,0,0,0,56,99,486,2,1160,1090,1311,91.7,91.7,70,81,81
appleboy/gorush,256,113,83,29,1,30,26.55,21,2,1,18,39,111,602,2,903,775,783,77.9,66.4,12,24,53
aquasecurity/kube-bench,208,65,8,56,1,57,87.69,8,2,1,5,17,69,108,2,267,947,1197,83.1,75.4,1,1,1
aquasecurity/tfsec,262,119,3,116,0,116,97.48,39,11,18,10,17,121,622,2,1555,820,856,79.0,68.1,1,1,1
aquasecurity/tracee,155,12,1,11,0,11,91.67,0,0,0,0,37,126,614,2,1793,1090,1311,91.7,91.7,36,52,88
aquasecurity/trivy,239,96,83,11,2,13,13.54,20,0,0,20,126,362,1758,2,2400,736,719,72.9,62.5,45,130,183
ardanlabs/gotraining,155,0,0,0,0,0,0.00,0,0,0,0,6,9,32,2,74,,,,,,,0
ardanlabs/service,244,101,49,52,0,52,51.49,0,0,0,0,20,48,198,2,272,768,771,75.2,65.3,0,0,0
arduino/arduino-cli,241,98,21,77,0,77,78.57,19,7,7,5,41,151,606,2,817,743,740,74.5,61.2,34,107,199
argoproj/argo-cd,327,184,115,63,6,69,37.50,2,2,0,0,124,188,885,2,1749,745,646,84.8,73.4,190,430,578
argoproj/argo-rollouts,296,153,63,90,0,90,58.82,26,4,7,15,54,149,675,2,1584,794,646,84.3,77.1,19,55,84
argoproj/argo-workflows,203,60,51,7,2,9,15.00,6,0,0,6,107,243,1007,2,1664,928,1184,80.0,75.0,76,242,387
ariga/atlas,159,6,1,3,2,5,83.33,0,0,0,0,10,12,29,2,54,1517,1418,100.0,100.0,89,104,104
arl/statsviz,156,12,1,1,10,11,91.67,0,0,0,0,2,2,11,2,18,1128,1311,91.7,91.7,7,11,17
arp242/goatcounter,227,84,84,0,0,0,0.00,23,2,1,20,39,6,29,2,77,767,785,70.2,60.7,3,12,29
ArvinLovegood/go-stock,255,112,51,61,0,61,54.46,28,14,10,4,42,141,570,2,1521,833,800,78.6,69.6,1,1,1
asaskevich/govalidator,155,0,0,0,0,0,0.00,0,0,0,0,0,0,0,1,2,,,,,,,16
asynkron/protoactor-go,236,93,55,38,0,38,40.86,23,4,1,18,33,78,244,2,502,838,939,75.3,65.6,1,4,4
authelia/authelia,244,101,86,12,3,15,14.85,0,0,0,0,50,60,177,2,293,734,695,74.3,63.4,31,91,228
authzed/spicedb,259,116,18,85,13,98,84.48,0,0,0,0,109,130,677,2,1063,703,692,75.9,62.9,51,125,125
autobrr/qui,249,106,96,9,1,10,9.43,20,7,12,1,44,56,375,2,705,739,699,72.6,61.3,21,30,30
aws/aws-lambda-go,156,1,0,1,0,1,100.00,0,0,0,0,1,3,3,2,9,1375,1375,100.0,100.0,24,24,73
aws/aws-sdk-go-v2,155,0,0,0,0,0,0.00,0,0,0,0,1,0,1,2,4,,,,,,,74320
aws/copilot-cli,193,50,7,42,1,43,86.00,15,0,10,5,28,29,235,2,332,953,1249,82.0,76.0,15,45,64
aws/karpenter-provider-aws,201,58,5,52,1,53,91.38,0,0,0,0,45,89,376,2,574,984,1249,82.8,77.6,131,237,243
axllent/mailpit,232,89,74,10,5,15,16.85,0,0,0,0,23,34,75,2,207,742,702,71.9,59.6,85,189,189
ayn2op/discordo,169,26,1,14,11,25,96.15,0,0,0,0,21,30,112,2,202,1002,1197,80.8,80.8,0,0,0
beego/beego,161,18,1,11,6,17,94.44,0,0,0,0,38,40,214,2,388,1047,1311,94.4,94.4,1,1,1
benbjohnson/litestream,233,90,37,53,0,53,58.89,0,0,0,0,37,83,395,2,622,817,915,74.4,67.8,22,47,53
bettercap/bettercap,225,82,75,7,0,7,8.54,22,0,0,22,34,23,85,2,186,842,985,72.0,64.6,7,13,57
bfenetworks/bfe,236,93,88,5,0,5,5.38,32,5,9,18,36,33,243,2,369,866,960,74.2,67.7,4,9,23
bililive-go/bililive-go,231,88,53,35,0,35,39.77,23,1,2,20,33,76,360,2,614,867,1020,75.0,65.9,36,70,118
binwiederhier/ntfy,245,102,46,56,0,56,54.90,19,1,5,13,21,70,385,2,541,807,805,74.5,67.6,27,105,105
BishopFox/sliver,239,96,80,5,11,16,16.67,22,0,0,22,82,243,1288,2,1802,757,692,71.9,60.4,23,72,102
bitmagnet-io/bitmagnet,236,93,23,70,0,70,75.27,31,2,13,16,50,124,571,2,1025,808,814,74.2,64.5,1,1,1
bitnami-labs/sealed-secrets,232,89,37,51,1,52,58.43,6,1,0,5,19,55,127,2,205,866,1009,74.2,67.4,66,140,195
blacktop/ipsw,155,12,12,0,0,0,0.00,0,0,0,0,79,177,563,2,1606,1090,1311,91.7,91.7,403,564,966
blevesearch/bleve,164,21,6,13,2,15,71.43,1,0,1,0,28,9,64,2,118,1088,1325,85.7,85.7,17,34,63
bluenviron/mediamtx,248,105,85,19,1,20,19.05,0,0,0,0,39,57,158,2,290,759,785,76.2,62.9,43,113,189
bnb-chain/bsc,218,75,41,15,19,34,45.33,14,0,0,14,90,227,1012,2,2127,797,750,80.0,65.3,1,1,1
bojand/ghz,227,84,45,39,0,39,46.43,27,1,3,23,28,175,438,2,1661,845,950,73.8,66.7,10,37,119
boyter/scc,233,90,39,51,0,51,56.67,20,0,14,6,14,35,73,2,146,772,821,72.2,62.2,6,12,45
brianvoe/gofakeit,155,0,0,0,0,0,0.00,0,0,0,0,0,0,1,2,3,,,,,,,161
btcsuite/btcd,190,47,33,1,13,14,29.79,17,0,0,17,22,9,26,2,104,758,750,68.1,61.7,1,1,1
bufbuild/buf,234,91,12,79,0,79,86.81,0,0,0,0,48,47,187,2,285,770,785,74.7,63.7,52,135,193
buger/jsonparser,158,3,0,0,3,3,100.00,0,0,0,0,0,0,0,1,2,1271,1870,66.7,66.7,1,1,1
burke/zeus,155,1,0,1,0,1,100.00,0,0,0,0,4,2,2,2,10,1413,1413,100.0,100.0,5,5,35
BurntSushi/toml,155,0,0,0,0,0,0.00,0,0,0,0,0,0,0,1,2,,,,,,,16
burrowers/garble,157,13,0,3,10,13,100.00,1,0,1,0,6,5,17,2,31,1006,1267,84.6,84.6,12,18,26
buzzfeed/sso,198,55,8,40,7,47,85.45,23,4,6,13,18,3,119,2,386,951,1197,83.6,76.4,0,1,6
bwmarrin/discordgo,156,1,1,0,0,0,0.00,0,0,0,0,1,0,0,1,3,1870,1870,100.0,100.0,15,15,42
bytebase/bytebase,194,51,48,3,0,3,5.88,6,0,0,6,109,242,1472,2,2074,911,1171,80.4,74.5,1,1,1
bytedance/sonic,155,11,0,1,10,11,100.00,0,0,0,0,8,3,10,2,56,1060,1267,90.9,90.9,64,87,103
C2SP/wycheproof,159,5,1,3,1,4,80.00,1,0,0,1,3,7,17,2,29,1281,1413,100.0,80.0,2,2,2
caarlos0/env,155,0,0,0,0,0,0.00,0,0,0,0,0,0,0,1,2,,,,,,,1
cacggghp/vk-turn-proxy,222,79,2,77,0,77,97.47,21,1,1,19,12,30,115,2,228,830,960,72.2,63.3,1,1,1
caddyserver/caddy,278,135,93,33,9,42,31.11,0,0,0,0,51,115,711,2,964,682,526,74.8,55.6,21,58,153
caddyserver/certmagic,218,75,71,4,0,4,5.33,19,1,0,18,10,6,39,2,57,829,960,72.0,64.0,17,43,81
cadence-workflow/cadence,236,93,51,42,0,42,45.16,24,0,4,20,73,75,334,2,1384,856,960,75.3,67.7,173,285,352
canonical/lxd,234,91,42,39,10,49,53.85,19,0,0,19,58,86,575,2,812,712,526,73.6,58.2,18,57,193
canopy-network/canopy,217,74,65,9,0,9,12.16,24,0,0,24,33,50,239,2,360,798,723,79.7,64.9,13,20,20
casdoor/casdoor,304,161,113,40,8,48,29.81,39,23,11,5,85,224,812,2,2918,790,702,78.3,69.6,1,1,1
cayleygraph/cayley,230,87,47,40,0,40,45.98,35,1,4,30,24,104,468,2,887,789,805,71.3,63.2,0,0,16
cbeuw/Cloak,191,48,35,3,10,13,27.08,19,2,1,16,9,10,35,2,64,676,450,66.7,54.2,1,1,1
ccfos/nightingale,258,115,25,90,0,90,78.26,36,7,13,16,68,109,998,2,1395,816,805,73.9,67.0,69,163,206
cdk-team/CDK,155,11,1,10,0,10,90.91,0,0,0,0,16,7,37,2,136,1060,1267,90.9,90.9,10,14,31
cenkalti/backoff,155,0,0,0,0,0,0.00,0,0,0,0,0,0,1,2,3,,,,,,,29
centrifugal/centrifugo,256,113,62,48,3,51,45.13,0,0,0,0,61,75,427,2,645,734,696,75.2,61.1,1,1,1
cerbos/cerbos,269,126,62,64,0,64,50.79,0,0,0,0,115,161,970,2,2183,806,810,77.8,67.5,41,101,106
cert-manager/cert-manager,251,108,39,67,2,69,63.89,0,0,0,0,47,135,614,2,833,870,916,77.8,70.4,91,198,291
certimate-go/certimate,262,119,46,73,0,73,61.34,2,0,0,2,87,178,483,2,1540,894,960,78.2,69.7,66,98,98
cespare/reflex,157,3,0,3,0,3,100.00,1,0,0,1,5,2,3,2,12,944,1413,66.7,66.7,1,1,5
chaos-mesh/chaos-mesh,307,164,76,84,4,88,53.66,23,0,0,23,72,229,898,2,1361,791,657,84.8,73.2,35,139,160
chaosblade-io/chaosblade,283,140,4,135,1,136,97.14,52,0,0,52,16,108,335,2,1226,798,646,82.1,74.3,2,2,2
charmbracelet/bubbles,157,3,0,3,0,3,100.00,1,0,1,0,11,13,30,2,56,944,1413,66.7,66.7,12,18,46
charmbracelet/bubbletea,157,3,3,0,0,0,0.00,1,0,1,0,8,9,18,2,37,944,1413,66.7,66.7,37,55,104
charmbracelet/crush,262,119,60,59,0,59,49.58,2,0,0,2,73,138,555,2,844,814,856,73.1,65.5,1,1,1
charmbracelet/freeze,160,6,0,6,0,6,100.00,1,0,1,0,16,30,72,2,120,1287,1413,83.3,83.3,8,10,10
charmbracelet/glamour,191,48,5,42,1,43,89.58,10,0,8,2,9,19,33,2,63,958,1249,81.3,75.0,7,12,15
charmbracelet/glow,193,50,6,43,1,44,88.00,10,0,8,2,25,39,85,2,158,931,1214,82.0,72.0,4,6,23
charmbracelet/gum,191,48,3,44,1,45,93.75,10,0,8,2,18,34,82,2,137,958,1249,81.3,75.0,15,26,26
charmbracelet/huh,157,3,0,3,0,3,100.00,1,0,1,0,10,18,38,2,68,944,1413,66.7,66.7,14,21,21
charmbracelet/lipgloss,157,3,3,0,0,0,0.00,0,0,0,0,10,8,29,2,49,944,1413,66.7,66.7,16,24,33
charmbracelet/log,157,3,0,3,0,3,100.00,1,0,1,0,5,17,34,2,58,944,1413,66.7,66.7,12,18,18
charmbracelet/soft-serve,246,103,44,49,10,59,57.28,21,7,8,6,42,53,199,2,343,740,660,73.8,62.1,20,51,51
charmbracelet/vhs,219,76,29,47,0,47,61.84,21,9,7,5,20,45,100,2,170,806,926,71.1,63.2,7,15,15
charmbracelet/wish,226,83,36,47,0,47,56.63,21,7,7,7,12,37,96,2,164,716,695,71.1,60.2,10,28,29
cheat/cheat,227,84,8,76,0,76,90.48,24,9,7,8,7,23,74,2,123,724,740,71.4,60.7,8,22,104
chenhg5/cc-connect,191,48,1,37,10,47,97.92,14,0,1,13,17,34,75,2,157,828,926,68.8,62.5,24,34,34
chrislusf/gleam,194,51,6,45,0,45,88.24,8,0,0,8,26,44,241,2,620,911,1171,80.4,74.5,0,0,0
chromedp/chromedp,155,1,0,1,0,1,100.00,0,0,0,0,5,4,4,2,15,1413,1413,100.0,100.0,1,1,1
chubin/wttr.in,175,22,12,9,1,10,45.45,1,0,0,1,25,20,71,2,171,1074,1261,81.8,77.3,2,2,2
cilium/cilium,225,82,48,2,32,34,41.46,6,0,0,6,140,191,849,2,1380,802,649,87.8,79.3,228,508,845
cilium/ebpf,157,14,3,10,1,11,78.57,1,0,1,0,5,30,102,2,141,1036,1311,85.7,85.7,16,23,35
claudiodangelis/qrcp,166,23,3,9,11,20,86.96,3,1,2,0,11,19,79,2,115,1150,1368,91.3,82.6,8,20,32
ClickHouse/clickhouse-go,220,77,40,37,0,37,48.05,16,7,5,4,13,54,117,2,247,689,645,77.9,70.1,42,148,173
cli/cli,250,107,49,54,4,58,54.21,0,0,0,0,61,116,729,2,942,730,629,77.6,61.7,1,1,1
cloudflare/cloudflared,237,94,82,10,2,12,12.77,15,0,10,5,43,50,208,2,338,798,795,74.5,64.9,1,1,1
cloudflare/tableflip,155,1,1,0,0,0,0.00,0,0,0,0,1,0,0,1,3,1413,1413,100.0,100.0,0,0,6
cloudnative-pg/cloudnative-pg,155,12,0,11,1,12,100.00,0,0,0,0,46,76,335,2,485,1090,1311,91.7,91.7,67,90,121
cloudquery/cloudquery,275,132,0,132,0,132,100.00,22,0,0,22,1,153,366,2,574,788,699,79.5,71.2,3690,7522,7630
cloudreve/cloudreve,253,110,23,87,0,87,79.09,30,3,4,23,59,92,324,2,1554,840,874,77.3,66.4,1,1,1
cloudwego/eino,162,19,1,7,11,18,94.74,2,0,2,0,11,27,70,2,134,1045,1354,84.2,78.9,1,1,1
cloudwego/hertz,158,14,3,0,11,11,78.57,0,0,0,0,10,11,19,2,91,1070,1232,92.9,92.9,39,60,62
cloudwego/kitex,196,53,49,3,1,4,7.55,13,2,0,11,24,17,64,2,246,993,1267,83.0,77.4,41,77,77
cloudwego/netpoll,155,11,1,0,10,10,90.91,0,0,0,0,3,0,11,2,16,1060,1267,90.9,90.9,12,17,30
cockroachdb/pebble,165,22,4,7,11,18,81.82,1,0,1,0,34,21,184,2,401,1183,1365,90.9,90.9,21,24,24
codenotary/immudb,228,85,78,5,2,7,8.24,22,1,3,18,42,70,474,2,1123,812,939,72.9,64.7,15,44,59
coder/coder,326,183,145,33,5,38,20.77,0,0,0,0,187,351,2347,2,2965,765,688,77.6,65.6,164,341,341
coder/websocket,155,0,0,0,0,0,0.00,0,0,0,0,0,0,1,2,3,,,,,,,40
codesenberg/bombardier,189,46,2,43,1,44,95.65,11,1,0,10,7,11,21,2,58,960,1249,82.6,76.1,1,1,1
concourse/concourse,155,12,2,10,0,10,83.33,0,0,0,0,102,174,774,2,2592,1090,1311,91.7,91.7,22,28,395
connectrpc/connect-go,157,2,2,0,0,0,0.00,0,0,0,0,2,0,4,2,8,993,993,100.0,100.0,17,23,40
Consensys/quorum,205,62,33,10,19,29,46.77,21,0,0,21,74,42,315,2,799,740,645,77.4,64.5,8,48,244
containerd/containerd,248,105,23,77,5,82,78.10,20,0,2,18,89,68,458,2,780,773,785,74.3,63.8,83,194,301
containerd/nerdctl,246,103,90,13,0,13,12.62,0,0,0,0,68,72,739,2,1004,728,688,73.8,62.1,28,79,91
containernetworking/cni,156,13,0,11,2,13,100.00,0,0,0,0,3,13,28,2,47,1116,1354,92.3,92.3,7,9,51
ContainerSSH/ContainerSSH,275,132,70,62,0,62,46.97,28,14,12,2,31,105,256,2,473,765,682,79.5,71.2,4,10,23
containers/podman,155,12,12,0,0,0,0.00,0,0,0,0,73,105,748,2,1012,1090,1311,91.7,91.7,72,95,262
containers/skopeo,155,12,0,12,0,12,100.00,0,0,0,0,16,82,347,2,510,1090,1311,91.7,91.7,31,41,114
contribsys/faktory,159,4,3,0,1,1,25.00,0,0,0,0,3,5,5,2,15,482,428,100.0,100.0,3,4,40
coocood/freecache,155,0,0,0,0,0,0.00,0,0,0,0,1,0,1,2,4,,,,,,,1
corazawaf/coraza,195,52,43,6,3,9,17.31,0,0,0,0,14,16,38,2,245,987,1214,84.6,78.8,15,41,41
coredns/coredns,261,118,95,13,10,23,19.49,19,1,0,18,46,154,507,2,799,811,784,78.0,66.9,12,27,81
coroot/coroot,233,90,81,9,0,9,10.00,29,0,0,29,43,56,315,2,482,819,853,73.3,65.6,1,1,1
cortesi/devd,187,44,40,3,1,4,9.09,8,0,1,7,12,15,27,2,59,903,1197,79.5,72.7,0,0,9
cortexproject/cortex,157,14,10,2,2,4,28.57,0,0,0,0,87,210,1199,2,2222,1070,1260,92.9,92.9,28,39,95
cosmos/cosmos-sdk,300,157,55,91,11,102,64.97,1,0,0,1,77,253,1006,2,1812,759,730,82.8,66.2,236,547,741
crazy-max/diun,255,112,26,86,0,86,76.79,19,6,0,13,47,121,448,2,698,855,916,76.8,66.1,7,22,78
cri-o/cri-o,168,25,11,1,13,14,56.00,0,0,0,0,87,163,1043,2,1424,841,699,96.0,92.0,84,124,295
crowdsecurity/crowdsec,265,122,100,22,0,22,18.03,20,0,0,20,95,170,510,2,930,839,811,79.5,68.0,88,203,254
CrunchyData/postgres-operator,155,12,1,11,0,11,91.67,0,0,0,0,28,100,313,2,473,1090,1311,91.7,91.7,1,1,1
cshum/imagor,155,12,0,12,0,12,100.00,0,0,0,0,24,77,466,2,648,1090,1311,91.7,91.7,76,102,192
cubefs/cubefs,160,17,11,1,5,6,35.29,0,0,0,0,47,67,200,2,881,975,960,94.1,94.1,11,16,52
cue-lang/cue,192,49,43,5,1,6,12.24,0,0,0,0,24,7,39,2,74,923,1197,81.6,75.5,65,116,154
